epoch,recon_mse,lr
99,0.011606,9.945e-06
100,0.011633,9.944e-06
101,0.011489,9.943e-06
102,0.011394,9.942e-06
103,0.011363,9.941e-06
104,0.011296,9.939e-06
105,0.011287,9.938e-06
106,0.011304,9.937e-06
107,0.011112,9.936e-06
108,0.010975,9.934e-06
109,0.010882,9.933e-06
110,0.010840,9.932e-06
111,0.010736,9.931e-06
112,0.010702,9.929e-06
113,0.010673,9.928e-06
114,0.010608,9.927e-06
115,0.010588,9.925e-06
116,0.010519,9.924e-06
117,0.010479,9.922e-06
118,0.010409,9.921e-06
119,0.010309,9.920e-06
120,0.010251,9.918e-06
121,0.010208,9.917e-06
122,0.010137,9.915e-06
123,0.010110,9.914e-06
124,0.010047,9.912e-06
125,0.009967,9.911e-06
126,0.009916,9.910e-06
127,0.009822,9.908e-06
128,0.009771,9.907e-06
129,0.009721,9.905e-06
130,0.009665,9.903e-06
131,0.009657,9.902e-06
132,0.009668,9.900e-06
133,0.009960,9.899e-06
134,0.009624,9.897e-06
135,0.009474,9.896e-06
136,0.009490,9.894e-06
137,0.009373,9.892e-06
138,0.009323,9.891e-06
139,0.009225,9.889e-06
140,0.009259,9.887e-06
141,0.009211,9.886e-06
142,0.009088,9.884e-06
143,0.009066,9.882e-06
144,0.009099,9.881e-06
145,0.008978,9.879e-06
146,0.008944,9.877e-06
147,0.008869,9.876e-06
148,0.008847,9.874e-06
149,0.008813,9.872e-06
150,0.008788,9.870e-06
151,0.008790,9.868e-06
152,0.008749,9.867e-06
153,0.008736,9.865e-06
154,0.008683,9.863e-06
155,0.008694,9.861e-06
156,0.008632,9.859e-06
157,0.008577,9.857e-06
158,0.008505,9.856e-06
159,0.008466,9.854e-06
160,0.008454,9.852e-06
161,0.008358,9.850e-06
162,0.008290,9.848e-06
163,0.008291,9.846e-06
164,0.008285,9.844e-06
165,0.008264,9.842e-06
166,0.008250,9.840e-06
167,0.008197,9.838e-06
168,0.008210,9.836e-06
169,0.008160,9.834e-06
170,0.008128,9.832e-06
171,0.008072,9.830e-06
172,0.008015,9.828e-06
173,0.008003,9.826e-06
174,0.007999,9.824e-06
175,0.007966,9.822e-06
176,0.007945,9.820e-06
177,0.007976,9.818e-06
178,0.007936,9.816e-06
179,0.007912,9.813e-06
180,0.007889,9.811e-06
181,0.007844,9.809e-06
182,0.007750,9.807e-06
183,0.007722,9.805e-06
184,0.007710,9.803e-06
185,0.007674,9.800e-06
186,0.007705,9.798e-06
187,0.007611,9.796e-06
188,0.007611,9.794e-06
189,0.007590,9.792e-06
190,0.007533,9.789e-06
191,0.007558,9.787e-06
192,0.007512,9.785e-06
193,0.007472,9.782e-06
194,0.007486,9.780e-06
195,0.007572,9.778e-06
196,0.007516,9.776e-06
197,0.007463,9.773e-06
198,0.007391,9.771e-06
199,0.007324,9.768e-06
200,0.007290,9.766e-06
201,0.007302,9.764e-06
202,0.007268,9.761e-06
203,0.007285,9.759e-06
204,0.007225,9.756e-06
205,0.007288,9.754e-06
206,0.007253,9.752e-06
207,0.007289,9.749e-06
208,0.007236,9.747e-06
209,0.007182,9.744e-06
210,0.007154,9.742e-06
211,0.007096,9.739e-06
212,0.007085,9.737e-06
213,0.007049,9.734e-06
214,0.007043,9.732e-06
215,0.007051,9.729e-06
216,0.007025,9.727e-06
217,0.007001,9.724e-06
218,0.006986,9.721e-06
219,0.006930,9.719e-06
220,0.006951,9.716e-06
221,0.006922,9.714e-06
222,0.006880,9.711e-06
223,0.006849,9.708e-06
224,0.006836,9.706e-06
225,0.006801,9.703e-06
226,0.006759,9.700e-06
227,0.006735,9.698e-06
228,0.006741,9.695e-06
229,0.006796,9.692e-06
230,0.006792,9.689e-06
231,0.006792,9.687e-06
232,0.006753,9.684e-06
233,0.006737,9.681e-06
234,0.006711,9.678e-06
235,0.006677,9.676e-06
236,0.006721,9.673e-06
237,0.006685,9.670e-06
238,0.006645,9.667e-06
239,0.006647,9.664e-06
240,0.006600,9.662e-06
241,0.006562,9.659e-06
242,0.006589,9.656e-06
243,0.006628,9.653e-06
244,0.006553,9.650e-06
245,0.006586,9.647e-06
246,0.006561,9.644e-06
247,0.006566,9.641e-06
248,0.006497,9.638e-06
249,0.006468,9.635e-06
250,0.006466,9.632e-06
251,0.006484,9.630e-06
252,0.006440,9.627e-06
253,0.006411,9.624e-06
254,0.006409,9.621e-06
255,0.006383,9.618e-06
256,0.006367,9.614e-06
257,0.006328,9.611e-06
258,0.006364,9.608e-06
259,0.006398,9.605e-06
260,0.006374,9.602e-06
261,0.006359,9.599e-06
262,0.006327,9.596e-06
263,0.006381,9.593e-06
264,0.006278,9.590e-06
265,0.006298,9.587e-06
266,0.006262,9.584e-06
267,0.006278,9.580e-06
268,0.006291,9.577e-06
269,0.006278,9.574e-06
270,0.006208,9.571e-06
271,0.006201,9.568e-06
272,0.006293,9.565e-06
273,0.006200,9.561e-06
274,0.006221,9.558e-06
275,0.006215,9.555e-06
276,0.006206,9.552e-06
277,0.006148,9.548e-06
278,0.006138,9.545e-06
279,0.006119,9.542e-06
280,0.006103,9.538e-06
281,0.006094,9.535e-06
282,0.006151,9.532e-06
283,0.006076,9.528e-06
284,0.006064,9.525e-06
285,0.006074,9.522e-06
286,0.006086,9.518e-06
287,0.006070,9.515e-06
288,0.006066,9.512e-06
289,0.006066,9.508e-06
290,0.006093,9.505e-06
291,0.006051,9.501e-06
292,0.006061,9.498e-06
293,0.006004,9.495e-06
294,0.005986,9.491e-06
295,0.006028,9.488e-06
296,0.005986,9.484e-06
297,0.005973,9.481e-06
298,0.006000,9.477e-06
299,0.005973,9.474e-06
300,0.006003,9.470e-06
301,0.005965,9.467e-06
302,0.005956,9.463e-06
303,0.005989,9.459e-06
304,0.005974,9.456e-06
305,0.005938,9.452e-06
306,0.005898,9.449e-06
307,0.005874,9.445e-06
308,0.005882,9.442e-06
309,0.005886,9.438e-06
310,0.005888,9.434e-06
311,0.005824,9.431e-06
312,0.005836,9.427e-06
313,0.005833,9.423e-06
314,0.005805,9.420e-06
315,0.005789,9.416e-06
316,0.005744,9.412e-06
317,0.005746,9.409e-06
318,0.005791,9.405e-06
319,0.005781,9.401e-06
320,0.005758,9.397e-06
321,0.005768,9.394e-06
322,0.005741,9.390e-06
323,0.005740,9.386e-06
324,0.005732,9.382e-06
325,0.005722,9.378e-06
326,0.005728,9.375e-06
327,0.005703,9.371e-06
328,0.005748,9.367e-06
329,0.005729,9.363e-06
330,0.005726,9.359e-06
331,0.005699,9.355e-06
332,0.005708,9.352e-06
333,0.005686,9.348e-06
334,0.005696,9.344e-06
335,0.005683,9.340e-06
336,0.005649,9.336e-06
337,0.005674,9.332e-06
338,0.005721,9.328e-06
339,0.005672,9.324e-06
340,0.005683,9.320e-06
341,0.005638,9.316e-06
342,0.005620,9.312e-06
343,0.005622,9.308e-06
344,0.005627,9.304e-06
345,0.005584,9.300e-06
346,0.005570,9.296e-06
347,0.005566,9.292e-06
348,0.005595,9.288e-06
349,0.005593,9.284e-06
350,0.005601,9.280e-06
351,0.005563,9.276e-06
352,0.005573,9.272e-06
353,0.005552,9.268e-06
354,0.005581,9.264e-06
355,0.005630,9.260e-06
356,0.005575,9.255e-06
357,0.005604,9.251e-06
358,0.005541,9.247e-06
359,0.005533,9.243e-06
360,0.005524,9.239e-06
361,0.005584,9.235e-06
362,0.005532,9.230e-06
363,0.005522,9.226e-06
364,0.005479,9.222e-06
365,0.005471,9.218e-06
366,0.005490,9.214e-06
367,0.005472,9.209e-06
368,0.005471,9.205e-06
369,0.005458,9.201e-06
370,0.005484,9.197e-06
371,0.005423,9.192e-06
372,0.005408,9.188e-06
373,0.005425,9.184e-06
374,0.005428,9.179e-06
375,0.005396,9.175e-06
376,0.005389,9.171e-06
377,0.005393,9.166e-06
378,0.005377,9.162e-06
379,0.005404,9.158e-06
380,0.005361,9.153e-06
381,0.005346,9.149e-06
382,0.005357,9.144e-06
383,0.005372,9.140e-06
384,0.005338,9.136e-06
385,0.005342,9.131e-06
386,0.005336,9.127e-06
387,0.005363,9.122e-06
388,0.005373,9.118e-06
389,0.005368,9.113e-06
390,0.005357,9.109e-06
391,0.005367,9.104e-06
392,0.005376,9.100e-06
393,0.005352,9.095e-06
394,0.005366,9.091e-06
395,0.005398,9.086e-06
396,0.005323,9.082e-06
397,0.005318,9.077e-06
398,0.005310,9.073e-06
399,0.005300,9.068e-06
400,0.005293,9.064e-06
401,0.005265,9.059e-06
402,0.005254,9.054e-06
403,0.005264,9.050e-06
404,0.005254,9.045e-06
405,0.005250,9.040e-06
406,0.005260,9.036e-06
407,0.005275,9.031e-06
408,0.005281,9.026e-06
409,0.005295,9.022e-06
410,0.005312,9.017e-06
411,0.005341,9.012e-06
412,0.005315,9.008e-06
413,0.005248,9.003e-06
414,0.005248,8.998e-06
415,0.005211,8.994e-06
416,0.005229,8.989e-06
417,0.005181,8.984e-06
418,0.005203,8.979e-06
419,0.005181,8.975e-06
420,0.005218,8.970e-06
421,0.005221,8.965e-06
422,0.005231,8.960e-06
423,0.005223,8.955e-06
424,0.005174,8.951e-06
425,0.005212,8.946e-06
426,0.005187,8.941e-06
427,0.005184,8.936e-06
428,0.005155,8.931e-06
429,0.005138,8.926e-06
430,0.005134,8.921e-06
431,0.005104,8.917e-06
432,0.005119,8.912e-06
433,0.005113,8.907e-06
434,0.005128,8.902e-06
435,0.005131,8.897e-06
436,0.005133,8.892e-06
437,0.005135,8.887e-06
438,0.005175,8.882e-06
439,0.005160,8.877e-06
440,0.005111,8.872e-06
441,0.005110,8.867e-06
442,0.005091,8.862e-06
443,0.005089,8.857e-06
444,0.005104,8.852e-06
445,0.005099,8.847e-06
446,0.005071,8.842e-06
447,0.005064,8.837e-06
448,0.005078,8.832e-06
449,0.005083,8.827e-06
450,0.005087,8.822e-06
451,0.005071,8.817e-06
452,0.005098,8.812e-06
453,0.005099,8.807e-06
454,0.005092,8.801e-06
455,0.005043,8.796e-06
456,0.005018,8.791e-06
457,0.005034,8.786e-06
458,0.005025,8.781e-06
459,0.005014,8.776e-06
460,0.005023,8.771e-06
461,0.005001,8.765e-06
462,0.005040,8.760e-06
463,0.005021,8.755e-06
464,0.005053,8.750e-06
465,0.005024,8.745e-06
466,0.005038,8.739e-06
467,0.005060,8.734e-06
468,0.005036,8.729e-06
469,0.005025,8.724e-06
470,0.004988,8.718e-06
471,0.004975,8.713e-06
472,0.004965,8.708e-06
473,0.004975,8.703e-06
474,0.004966,8.697e-06
475,0.004986,8.692e-06
476,0.004988,8.687e-06
477,0.004995,8.681e-06
478,0.004950,8.676e-06
479,0.005020,8.671e-06
480,0.004965,8.665e-06
481,0.004947,8.660e-06
482,0.004936,8.655e-06
483,0.005028,8.649e-06
484,0.004946,8.644e-06
485,0.004958,8.638e-06
486,0.004949,8.633e-06
487,0.004920,8.628e-06
488,0.004917,8.622e-06
489,0.004929,8.617e-06
490,0.004873,8.611e-06
491,0.004898,8.606e-06
492,0.004892,8.600e-06
493,0.004883,8.595e-06
494,0.004884,8.589e-06
495,0.004922,8.584e-06
496,0.004906,8.578e-06
497,0.004879,8.573e-06
498,0.004858,8.567e-06
499,0.004928,8.562e-06
500,0.004893,8.556e-06
501,0.004874,8.551e-06
502,0.004968,8.545e-06
503,0.004875,8.540e-06
504,0.004866,8.534e-06
505,0.004840,8.529e-06
506,0.004849,8.523e-06
507,0.004828,8.517e-06
508,0.004840,8.512e-06
509,0.004875,8.506e-06
510,0.004830,8.501e-06
511,0.004850,8.495e-06
512,0.004817,8.489e-06
513,0.004781,8.484e-06
514,0.004805,8.478e-06
515,0.004826,8.472e-06
516,0.004806,8.467e-06
517,0.004782,8.461e-06
518,0.004786,8.455e-06
519,0.004807,8.450e-06
520,0.004806,8.444e-06
521,0.004797,8.438e-06
522,0.004790,8.432e-06
523,0.004809,8.427e-06
524,0.004810,8.421e-06
525,0.004825,8.415e-06
526,0.004817,8.410e-06
527,0.004834,8.404e-06
528,0.004827,8.398e-06
529,0.004776,8.392e-06
530,0.004800,8.386e-06
531,0.004767,8.381e-06
532,0.004793,8.375e-06
533,0.004791,8.369e-06
534,0.004776,8.363e-06
535,0.004768,8.357e-06
536,0.004750,8.352e-06
537,0.004727,8.346e-06
538,0.004763,8.340e-06
539,0.004766,8.334e-06
540,0.004770,8.328e-06
541,0.004741,8.322e-06
542,0.004748,8.316e-06
543,0.004729,8.310e-06
544,0.004785,8.304e-06
545,0.004772,8.299e-06
546,0.004736,8.293e-06
547,0.004770,8.287e-06
548,0.004781,8.281e-06
549,0.004748,8.275e-06
550,0.004731,8.269e-06
551,0.004739,8.263e-06
552,0.004717,8.257e-06
553,0.004720,8.251e-06
554,0.004707,8.245e-06
555,0.004703,8.239e-06
556,0.004695,8.233e-06
557,0.004738,8.227e-06
558,0.004759,8.221e-06
559,0.004704,8.215e-06
560,0.004681,8.209e-06
561,0.004689,8.203e-06
562,0.004671,8.197e-06
563,0.004672,8.191e-06
564,0.004677,8.185e-06
565,0.004682,8.179e-06
566,0.004644,8.173e-06
567,0.004651,8.166e-06
568,0.004638,8.160e-06
569,0.004688,8.154e-06
570,0.004667,8.148e-06
571,0.004660,8.142e-06
572,0.004670,8.136e-06
573,0.004662,8.130e-06
574,0.004649,8.124e-06
575,0.004667,8.117e-06
576,0.004692,8.111e-06
577,0.004667,8.105e-06
578,0.004627,8.099e-06
579,0.004635,8.093e-06
580,0.004634,8.087e-06
581,0.004625,8.080e-06
582,0.004620,8.074e-06
583,0.004631,8.068e-06
584,0.004647,8.062e-06
585,0.004629,8.056e-06
586,0.004613,8.049e-06
587,0.004601,8.043e-06
588,0.004602,8.037e-06
589,0.004621,8.031e-06
590,0.004627,8.024e-06
591,0.004600,8.018e-06
592,0.004575,8.012e-06
593,0.004575,8.005e-06
594,0.004593,7.999e-06
595,0.004589,7.993e-06
596,0.004612,7.986e-06
597,0.004609,7.980e-06
598,0.004565,7.974e-06
599,0.004575,7.968e-06
600,0.004580,7.961e-06
601,0.004583,7.955e-06
602,0.004587,7.948e-06
603,0.004575,7.942e-06
604,0.004545,7.936e-06
605,0.004513,7.929e-06
606,0.004538,7.923e-06
607,0.004564,7.917e-06
608,0.004547,7.910e-06
609,0.004555,7.904e-06
610,0.004548,7.897e-06
611,0.004534,7.891e-06
612,0.004544,7.885e-06
613,0.004563,7.878e-06
614,0.004562,7.872e-06
615,0.004529,7.865e-06
616,0.004564,7.859e-06
617,0.004563,7.852e-06
618,0.004546,7.846e-06
619,0.004540,7.839e-06
620,0.004571,7.833e-06
621,0.004560,7.826e-06
622,0.004551,7.820e-06
623,0.004569,7.813e-06
624,0.004544,7.807e-06
625,0.004526,7.800e-06
626,0.004545,7.794e-06
627,0.004504,7.787e-06
628,0.004487,7.781e-06
629,0.004491,7.774e-06
630,0.004517,7.768e-06
631,0.004462,7.761e-06
632,0.004532,7.754e-06
633,0.004564,7.748e-06
634,0.004515,7.741e-06
635,0.004503,7.735e-06
636,0.004488,7.728e-06
637,0.004514,7.722e-06
638,0.004477,7.715e-06
639,0.004450,7.708e-06
640,0.004439,7.702e-06
641,0.004445,7.695e-06
642,0.004450,7.688e-06
643,0.004475,7.682e-06
644,0.004446,7.675e-06
645,0.004419,7.668e-06
646,0.004446,7.662e-06
647,0.004464,7.655e-06
648,0.004430,7.648e-06
649,0.004468,7.642e-06
650,0.004485,7.635e-06
651,0.004427,7.628e-06
652,0.004416,7.622e-06
653,0.004425,7.615e-06
654,0.004429,7.608e-06
655,0.004435,7.602e-06
656,0.004455,7.595e-06
657,0.004428,7.588e-06
658,0.004417,7.581e-06
659,0.004393,7.575e-06
660,0.004415,7.568e-06
661,0.004429,7.561e-06
662,0.004395,7.554e-06
663,0.004397,7.548e-06
664,0.004408,7.541e-06
665,0.004409,7.534e-06
666,0.004404,7.527e-06
667,0.004453,7.520e-06
668,0.004405,7.514e-06
669,0.004397,7.507e-06
670,0.004401,7.500e-06
671,0.004424,7.493e-06
672,0.004384,7.486e-06
673,0.004397,7.480e-06
674,0.004390,7.473e-06
675,0.004428,7.466e-06
676,0.004376,7.459e-06
677,0.004388,7.452e-06
678,0.004379,7.445e-06
679,0.004360,7.438e-06
680,0.004338,7.432e-06
681,0.004338,7.425e-06
682,0.004359,7.418e-06
683,0.004403,7.411e-06
684,0.004364,7.404e-06
685,0.004365,7.397e-06
686,0.004371,7.390e-06
687,0.004355,7.383e-06
688,0.004354,7.376e-06
689,0.004333,7.369e-06
690,0.004355,7.362e-06
691,0.004340,7.355e-06
692,0.004341,7.349e-06
693,0.004348,7.342e-06
694,0.004351,7.335e-06
695,0.004350,7.328e-06
696,0.004341,7.321e-06
697,0.004347,7.314e-06
698,0.004373,7.307e-06
699,0.004344,7.300e-06
700,0.004350,7.293e-06
701,0.004357,7.286e-06
702,0.004345,7.279e-06
703,0.004355,7.272e-06
704,0.004297,7.265e-06
705,0.004312,7.258e-06
706,0.004308,7.251e-06
707,0.004287,7.244e-06
708,0.004316,7.237e-06
709,0.004318,7.230e-06
710,0.004307,7.222e-06
711,0.004305,7.215e-06
712,0.004294,7.208e-06
713,0.004289,7.201e-06
714,0.004303,7.194e-06
715,0.004327,7.187e-06
716,0.004318,7.180e-06
717,0.004290,7.173e-06
718,0.004283,7.166e-06
719,0.004296,7.159e-06
720,0.004276,7.152e-06
721,0.004292,7.145e-06
722,0.004281,7.137e-06
723,0.004282,7.130e-06
724,0.004261,7.123e-06
725,0.004298,7.116e-06
726,0.004250,7.109e-06
727,0.004260,7.102e-06
728,0.004228,7.095e-06
729,0.004247,7.087e-06
730,0.004281,7.080e-06
731,0.004274,7.073e-06
732,0.004242,7.066e-06
733,0.004254,7.059e-06
734,0.004237,7.052e-06
735,0.004234,7.044e-06
736,0.004260,7.037e-06
737,0.004262,7.030e-06
738,0.004247,7.023e-06
739,0.004258,7.016e-06
740,0.004243,7.008e-06
741,0.004261,7.001e-06
742,0.004226,6.994e-06
743,0.004260,6.987e-06
744,0.004227,6.980e-06
745,0.004209,6.972e-06
746,0.004226,6.965e-06
747,0.004209,6.958e-06
748,0.004195,6.951e-06
749,0.004185,6.943e-06
750,0.004184,6.936e-06
751,0.004165,6.929e-06
752,0.004162,6.922e-06
753,0.004175,6.914e-06
754,0.004157,6.907e-06
755,0.004176,6.900e-06
756,0.004161,6.892e-06
757,0.004181,6.885e-06
758,0.004186,6.878e-06
759,0.004192,6.871e-06
760,0.004193,6.863e-06
761,0.004171,6.856e-06
762,0.004172,6.849e-06
763,0.004191,6.841e-06
764,0.004189,6.834e-06
765,0.004195,6.827e-06
766,0.004203,6.819e-06
767,0.004213,6.812e-06
768,0.004197,6.805e-06
769,0.004194,6.797e-06
770,0.004175,6.790e-06
771,0.004197,6.783e-06
772,0.004193,6.775e-06
773,0.004168,6.768e-06
774,0.004157,6.761e-06
775,0.004143,6.753e-06
776,0.004146,6.746e-06
777,0.004132,6.738e-06
778,0.004169,6.731e-06
779,0.004143,6.724e-06
780,0.004145,6.716e-06
781,0.004164,6.709e-06
782,0.004154,6.701e-06
783,0.004118,6.694e-06
784,0.004140,6.687e-06
785,0.004167,6.679e-06
786,0.004181,6.672e-06
787,0.004195,6.664e-06
788,0.004197,6.657e-06
789,0.004154,6.650e-06
790,0.004166,6.642e-06
791,0.004155,6.635e-06
792,0.004158,6.627e-06
793,0.004149,6.620e-06
794,0.004166,6.612e-06
795,0.004114,6.605e-06
796,0.004111,6.597e-06
797,0.004110,6.590e-06
798,0.004073,6.582e-06
799,0.004111,6.575e-06
800,0.004085,6.568e-06
801,0.004085,6.560e-06
802,0.004081,6.553e-06
803,0.004067,6.545e-06
804,0.004075,6.538e-06
805,0.004052,6.530e-06
806,0.004059,6.523e-06
807,0.004071,6.515e-06
808,0.004093,6.508e-06
809,0.004082,6.500e-06
810,0.004065,6.493e-06
811,0.004065,6.485e-06
812,0.004067,6.478e-06
813,0.004087,6.470e-06
814,0.004055,6.462e-06
815,0.004056,6.455e-06
816,0.004058,6.447e-06
817,0.004083,6.440e-06
818,0.004071,6.432e-06
819,0.004056,6.425e-06
820,0.004092,6.417e-06
821,0.004081,6.410e-06
822,0.004063,6.402e-06
823,0.004063,6.395e-06
824,0.004086,6.387e-06
825,0.004070,6.379e-06
826,0.004045,6.372e-06
827,0.004057,6.364e-06
828,0.004045,6.357e-06
829,0.004069,6.349e-06
830,0.004067,6.342e-06
831,0.004045,6.334e-06
832,0.004036,6.326e-06
833,0.004024,6.319e-06
834,0.004059,6.311e-06
835,0.004023,6.304e-06
836,0.004038,6.296e-06
837,0.004039,6.288e-06
838,0.004029,6.281e-06
839,0.004016,6.273e-06
840,0.004041,6.266e-06
841,0.004048,6.258e-06
842,0.004034,6.250e-06
843,0.004028,6.243e-06
844,0.004009,6.235e-06
845,0.004017,6.227e-06
846,0.004005,6.220e-06
847,0.004013,6.212e-06
848,0.004024,6.205e-06
849,0.004033,6.197e-06
850,0.004044,6.189e-06
851,0.004022,6.182e-06
852,0.004032,6.174e-06
853,0.004029,6.166e-06
854,0.004039,6.159e-06
855,0.003975,6.151e-06
856,0.004014,6.143e-06
857,0.004009,6.136e-06
858,0.004011,6.128e-06
859,0.004030,6.120e-06
860,0.004020,6.113e-06
861,0.003983,6.105e-06
862,0.004003,6.097e-06
863,0.004022,6.090e-06
864,0.003982,6.082e-06
865,0.003980,6.074e-06
866,0.003954,6.066e-06
867,0.003950,6.059e-06
868,0.003935,6.051e-06
869,0.003942,6.043e-06
870,0.003952,6.036e-06
871,0.003955,6.028e-06
872,0.003939,6.020e-06
873,0.003948,6.013e-06
874,0.003937,6.005e-06
875,0.003947,5.997e-06
876,0.003949,5.989e-06
877,0.003957,5.982e-06
878,0.003973,5.974e-06
879,0.003949,5.966e-06
880,0.003958,5.959e-06
881,0.003937,5.951e-06
882,0.003953,5.943e-06
883,0.003943,5.935e-06
884,0.003935,5.928e-06
885,0.003948,5.920e-06
886,0.003935,5.912e-06
887,0.003948,5.904e-06
888,0.003970,5.897e-06
889,0.003958,5.889e-06
890,0.003947,5.881e-06
891,0.003932,5.873e-06
892,0.003937,5.866e-06
893,0.003938,5.858e-06
894,0.003945,5.850e-06
895,0.003921,5.842e-06
896,0.003919,5.835e-06
897,0.003929,5.827e-06
898,0.003933,5.819e-06
899,0.003928,5.811e-06
900,0.003941,5.804e-06
901,0.003926,5.796e-06
902,0.003909,5.788e-06
903,0.003918,5.780e-06
904,0.003910,5.772e-06
905,0.003923,5.765e-06
906,0.003918,5.757e-06
907,0.003946,5.749e-06
908,0.003953,5.741e-06
909,0.003976,5.734e-06
910,0.003946,5.726e-06
911,0.003925,5.718e-06
912,0.003899,5.710e-06
913,0.003898,5.702e-06
914,0.003873,5.695e-06
915,0.003864,5.687e-06
916,0.003869,5.679e-06
917,0.003869,5.671e-06
918,0.003856,5.663e-06
919,0.003843,5.656e-06
920,0.003838,5.648e-06
921,0.003870,5.640e-06
922,0.003853,5.632e-06
923,0.003848,5.624e-06
924,0.003854,5.617e-06
925,0.003890,5.609e-06
926,0.003873,5.601e-06
927,0.003886,5.593e-06
928,0.003868,5.585e-06
929,0.003893,5.577e-06
930,0.003892,5.570e-06
931,0.003896,5.562e-06
932,0.003874,5.554e-06
933,0.003884,5.546e-06
934,0.003867,5.538e-06
935,0.003853,5.530e-06
936,0.003842,5.523e-06
937,0.003845,5.515e-06
938,0.003852,5.507e-06
939,0.003851,5.499e-06
940,0.003844,5.491e-06
941,0.003853,5.483e-06
942,0.003829,5.476e-06
943,0.003821,5.468e-06
944,0.003848,5.460e-06
945,0.003841,5.452e-06
946,0.003842,5.444e-06
947,0.003844,5.436e-06
948,0.003827,5.429e-06
949,0.003837,5.421e-06
950,0.003828,5.413e-06
951,0.003806,5.405e-06
952,0.003844,5.397e-06
953,0.003827,5.389e-06
954,0.003823,5.382e-06
955,0.003820,5.374e-06
956,0.003837,5.366e-06
957,0.003809,5.358e-06
958,0.003809,5.350e-06
959,0.003817,5.342e-06
960,0.003809,5.334e-06
961,0.003811,5.327e-06
962,0.003805,5.319e-06
963,0.003809,5.311e-06
964,0.003800,5.303e-06
965,0.003801,5.295e-06
966,0.003800,5.287e-06
967,0.003811,5.279e-06
968,0.003795,5.272e-06
969,0.003795,5.264e-06
970,0.003831,5.256e-06
971,0.003785,5.248e-06
972,0.003823,5.240e-06
973,0.003883,5.232e-06
974,0.003833,5.224e-06
975,0.003789,5.216e-06
976,0.003768,5.209e-06
977,0.003763,5.201e-06
978,0.003759,5.193e-06
979,0.003762,5.185e-06
980,0.003747,5.177e-06
981,0.003760,5.169e-06
982,0.003743,5.161e-06
983,0.003746,5.154e-06
984,0.003743,5.146e-06
985,0.003753,5.138e-06
986,0.003770,5.130e-06
987,0.003749,5.122e-06
988,0.003764,5.114e-06
989,0.003761,5.106e-06
990,0.003750,5.098e-06
991,0.003745,5.091e-06
992,0.003749,5.083e-06
993,0.003759,5.075e-06
994,0.003757,5.067e-06
995,0.003747,5.059e-06
996,0.003737,5.051e-06
997,0.003754,5.043e-06
998,0.003760,5.035e-06
